iteration,kDOC,kA,lA,pA,hA,mA,decay,cA,v,rec,SSE
result.7080,0.093321709,0.004580415,0.095663338,1.943247331,47.52638809,8.110674878,0.006422957,0.019636817,0.012031088,0.420176115,67174800.84
result.7081,0.15291273,0.003405845,0.044018454,0.105793007,76.55091889,6.943430559,0.008509142,0.017596183,0.029571348,0.910047403,73067218.02
result.7082,0.552619831,0.003195116,0.04429816,0.484118911,40.73294599,8.981737617,0.003138023,0.018442275,0.04757702,0.661281315,68313874.14
result.7083,0.764279525,0.000731445,0.21343407,1.801228321,31.58449424,2.305796687,0.009185055,0.012162761,0.042933984,0.385234154,65358252.18
result.7084,0.352733855,0.003168312,0.229982237,1.936013858,31.91470489,5.632440327,0.001207692,0.013185384,0.040624973,0.313890424,65752058.36
result.7085,0.147569529,0.002258315,0.108917045,1.929022628,48.68270639,2.162176579,0.000986219,0.020487846,0.018512538,0.851322515,59023180.71
result.7086,0.794428033,0.001066777,0.169007528,1.127091313,70.72282998,0.894486946,0.003816011,0.013373579,0.0313007,0.457678839,64967612.77
result.7087,0.275276842,0.004129312,0.039592621,0.747617384,48.33149211,8.253803652,0.000891625,0.015278962,0.023301446,0.809783711,64570467.03
result.7088,0.333892419,5.50E-05,0.219315499,1.184114436,42.67426061,0.261319386,0.009059463,0.017483639,0.006162167,0.780771679,63972543.85
result.7089,0.635696871,0.004489321,0.214818257,1.257879519,41.84689729,4.452436721,0.005792849,0.02448927,0.04763362,0.872602626,63796941.08
result.7090,0.761365779,0.000585281,0.230083204,1.451719966,79.45456108,0.690987658,0.005334008,0.023347038,0.020653821,0.475581073,68218458.56
result.7091,0.596311089,0.004852657,0.055344323,0.609147999,34.08925338,6.850536958,0.006306874,0.006681951,0.0394013,0.605908221,66833156.92
result.7092,0.31052765,0.003805279,0.122980622,1.564499876,48.98849195,2.418414624,0.008098593,0.023215346,0.038369157,0.331330769,68676047.02
result.7093,0.781726303,0.000265289,0.021990183,1.024657056,68.8161155,2.968882027,0.006526637,0.015690922,0.042926801,0.774449282,63675332.59
result.7094,0.239352545,0.000437118,0.289932525,0.565636184,79.3559167,3.024941487,0.006964865,0.02394637,0.039029635,0.354585838,69685265.9
result.7095,0.517219294,0.003840482,0.033391672,0.159493601,26.23695105,6.8189311,0.000812835,0.018497038,0.016077818,0.36595284,73589215.72
result.7096,0.758971096,0.00048306,0.186502485,1.356623918,44.24305461,0.817901166,0.003224203,0.010148127,0.001717321,0.847138662,45072852.28
result.7097,0.696984867,0.002951904,0.018564309,0.543965874,49.10798375,5.464174948,0.007660894,0.018646305,0.025933348,0.292088159,68776161.56
result.7098,0.411485263,0.000727415,0.101830589,0.563536969,88.7519455,3.329597113,0.002305997,0.017705861,0.019829962,0.251864452,68685627.37
result.7099,0.20295335,0.002680119,0.211150482,0.712368505,57.81281974,0.915933923,0.009623846,0.011835847,0.03661993,0.248230772,65134033.02
result.7100,0.372991904,0.003176476,0.221697824,1.737883859,57.90563406,2.766649008,0.002004931,0.024683949,0.017737717,0.652313384,65272730.41
result.7101,0.697281962,0.003301641,0.012363383,0.57369199,28.04021925,6.916736828,0.00289869,0.013148451,0.049129725,0.283156849,67421768.89
result.7102,0.38021742,0.004047453,0.200041887,1.659905183,56.03957113,4.922326148,0.002246829,0.009554996,0.023077053,0.490962525,60545391.77
result.7103,0.790421816,0.001792975,0.074741754,1.507460897,88.22235337,0.121364305,0.008920846,0.02203272,0.034240608,0.482638757,67387781.39
result.7104,0.102791671,0.002633131,0.074329279,1.949220825,90.67550583,8.875343431,0.003703333,0.011313553,0.007837769,0.852997246,48446894.86
result.7105,0.263862924,0.003628187,0.121021772,0.729617884,73.9798926,7.265930658,0.002919401,0.014998332,0.044379962,0.818543234,66119241.61
result.7106,0.584290597,0.00403171,0.08857324,0.398145321,46.27880659,6.61806927,0.00123765,0.010079823,0.011590078,0.63534427,73218966.82
result.7107,0.72897192,0.00358137,0.178544824,0.748468905,27.08672088,8.107768617,0.009451446,0.01809592,0.031894986,0.263354211,69701655.41
result.7108,0.369425522,0.000104478,0.180111005,0.12667246,22.61288578,4.857469002,0.009505368,0.011876486,0.041645884,0.721240465,74465267.25
result.7109,0.105901447,0.004675145,0.047090545,0.849639976,45.14396062,7.921440525,0.007346713,0.016573763,0.016502476,0.953064546,61913297.56
result.7110,0.766087662,0.000348399,0.12363853,0.384376344,32.92759422,8.993174211,0.002632738,0.01302756,0.04746515,0.767665345,74429488.68
result.7111,0.459875716,0.001057289,0.150702604,0.567672908,30.14579458,0.336399069,0.001158251,0.019231944,0.011619812,0.670189371,64242619.61
result.7112,0.781425296,0.0012214,0.108512776,1.462666468,73.75602182,3.62752866,0.007551743,0.008493485,0.014681976,0.582738254,56077046.41
result.7113,0.712478946,0.004948424,0.183510713,0.368540034,57.04844663,6.244740498,0.009991121,0.021732216,0.029987065,0.430610409,73761340.8
result.7114,0.183134016,0.00223871,0.014846111,1.380152284,92.52099916,1.877033633,0.001816972,0.017195056,0.030307538,0.696082661,65778446.4
result.7115,0.414709338,0.002486215,0.211275921,0.230521013,68.71897265,9.531690902,0.007480126,0.018112096,0.043330164,0.470937863,74465267.25
result.7116,0.29927695,0.000708045,0.265005144,1.875691645,88.76714963,1.839439041,0.007512483,0.005089982,0.00367474,0.368281512,66134226.08
result.7117,0.458348518,0.002361228,0.232026818,1.100067949,81.87880354,4.183958315,0.001245357,0.02269857,0.004301585,0.310759182,70464408.49
result.7118,0.35654084,0.004510316,0.231546485,1.135967751,52.80381219,1.733917839,0.00503431,0.018329224,0.011462433,0.259409964,68250171.91
result.7119,0.708655065,0.002317615,0.262355814,1.015335381,32.52157047,1.194636908,0.00055797,0.022176981,0.047075381,0.637977613,73944438.83
result.7120,0.76889389,0.003221723,0.062827575,1.186571352,97.47519407,9.773841004,0.005723148,0.005069139,0.024349541,0.603310338,60731831.58
result.7121,0.627347979,0.002055293,0.223175615,0.804554556,47.93787602,8.276740474,0.004928717,0.019882057,0.011557582,0.608300338,68999803.83
result.7122,0.67044142,0.004635021,0.154310861,1.69442883,20.55077994,9.821499214,0.001663743,0.018019354,0.013305167,0.956289741,55621892.16
result.7123,0.659836043,0.004991731,0.075545243,1.030212905,28.42895225,2.406682039,0.001635507,0.018726419,0.002034908,0.844284823,62185046.02
result.7124,0.196393795,0.001851419,0.194063319,1.285906094,34.02851848,2.851622033,0.005820753,0.010862013,0.011329233,0.665099256,56715832.3
result.7125,0.178295399,0.00431878,0.016653826,1.653873069,40.5766703,3.48023535,0.004501869,0.014529172,0.037372772,0.934316884,60153926.94
result.7126,0.602695126,0.000867264,0.230576521,1.28412489,61.34225516,4.252413376,0.00062233,0.007586931,0.022981485,0.41822711,62740287.49
result.7127,0.176856574,0.001006701,0.116184801,0.226933326,51.89527044,5.892729976,0.007101938,0.020635742,0.036355757,0.709853817,66304472.33
result.7128,0.632251645,0.002834088,0.056856981,1.936086392,22.96534523,0.371605058,0.004915189,0.007168024,0.047515815,0.259986206,63266825.59
result.7129,0.194777284,0.00405196,0.01077463,0.56586959,53.54668345,9.336377621,0.007976509,0.008145977,0.038392351,0.684658709,65720506.9
result.7130,0.152798043,0.001457671,0.221744435,1.968819738,59.22076238,6.203889131,0.003842714,0.018639287,0.043896334,0.270870498,68002409.96
result.7131,0.145546061,0.003250145,0.153636609,0.728787239,67.23364228,8.349919519,0.008635622,0.007038157,0.006725488,0.342142477,63137264.31
result.7132,0.091992043,0.002707987,0.082953717,0.142113459,43.43133399,3.837252869,0.005463738,0.021781636,0.029550741,0.763613613,71582056.87
result.7133,0.110755924,0.000309284,0.276219982,0.13842977,32.26118015,1.705770627,0.000406125,0.01531487,0.044634068,0.249653584,74465267.25
result.7134,0.385638148,0.003361258,0.093868242,1.292318348,70.69446439,0.195976107,0.009404233,0.02031172,0.019872569,0.756788192,60618468.48
result.7135,0.598006201,0.000765316,0.081164047,0.267312545,66.3245891,9.327241836,0.000941581,0.021650669,0.015231419,0.980166874,74400950.53
result.7136,0.524981107,0.002671479,0.126557701,1.559057146,61.66916728,3.092365147,0.002457173,0.017904922,0.026796345,0.79732449,57908097.6
result.7137,0.473166184,0.004632664,0.069812715,1.553127917,23.72665931,1.872900274,0.009625338,0.02283947,0.012892877,0.636446001,65390418.87
result.7138,0.234519768,0.0033441,0.034161342,0.473012382,58.50448886,6.940933793,0.006304872,0.007976387,0.035966953,0.246880089,66405380.57
result.7139,0.324676147,0.003907857,0.045297663,1.126746103,41.00473462,5.149685327,0.008377512,0.020720538,0.039432321,0.566300307,66577842.19
result.7140,0.058687443,0.001378485,0.243590295,0.29905159,29.77726603,8.205135218,0.003419776,0.014771702,0.01911684,0.988256285,66916985.62
result.7141,0.40043022,0.002601867,0.281949951,0.136639254,27.53062978,5.045000068,0.002368485,0.019624503,0.013926022,0.431931,74465267.25
result.7142,0.37222463,0.002067956,0.154203864,1.786776965,46.88945204,1.881944582,0.00445771,0.00844309,0.022531465,0.381095711,61734305.8
result.7143,0.180848359,0.002994071,0.257862687,1.910538772,85.58296027,3.315952543,0.004958989,0.024452977,0.005893565,0.646275918,65236444.24
result.7144,0.208968974,0.003565397,0.059483262,0.625802574,76.08566826,3.612433277,0.005306604,0.014558943,0.01336267,0.6630107,65033960.72
result.7145,0.148077043,0.000133018,0.082742238,0.792694338,78.46264131,5.691436902,0.000585387,0.024422082,0.040785452,0.840660746,63348973.71
result.7146,0.445699693,0.002751091,0.235766685,0.302752868,41.09554617,1.421367496,0.00442998,0.017083053,0.010421353,0.526366633,74455532.18
result.7147,0.753093319,0.003543437,0.174119341,0.267966601,95.68012759,6.833271487,0.003013497,0.015658149,0.006825738,0.33336431,74465267.25
result.7148,0.512880794,0.004024947,0.233375052,0.440309444,53.37925697,5.100207033,0.008737673,0.009743365,0.029130042,0.499537156,72670384.76
result.7149,0.115269812,0.004342789,0.24102571,1.638387029,27.76259171,6.420726001,0.008052784,0.018583534,0.034935856,0.896132416,51631573.56
result.7150,0.765334159,0.004273319,0.234934466,0.29262962,97.63528068,4.243922226,0.009853454,0.019753329,0.00186607,0.667395381,74465267.25
result.7151,0.392883913,0.002917947,0.065410452,1.052024256,75.21912893,6.389514461,0.006471512,0.019440226,0.016103961,0.331621671,68016118.13
result.7152,0.703577092,0.002048156,0.113491358,0.209499982,25.95081402,8.592481324,0.009185076,0.008128597,0.021090895,0.373824742,72990103.89
result.7153,0.291194271,0.003363611,0.151487943,1.862292098,88.68752476,1.492408287,0.008601072,0.006640302,0.026623227,0.501712741,53669083.13
result.7154,0.30627979,0.003013594,0.115712372,1.988494045,93.09167951,3.4184063,0.007689043,0.020665162,0.007872415,0.531204447,66187480.34
result.7155,0.526273474,0.001506053,0.077658576,1.481246826,80.82347594,4.586201891,0.009227191,0.011183244,0.003303225,0.493801371,62306287.1
result.7156,0.614271697,0.002152914,0.081510743,0.585884596,35.66167664,2.95810241,0.004597724,0.006896525,0.0408642,0.662666336,62112977.74
result.7157,0.400777848,0.003702675,0.020849598,0.551243325,40.05848968,0.61478388,0.005023584,0.022892078,0.039871355,0.804662368,65963235.74
result.7158,0.746901799,0.003297642,0.154205872,1.733045669,90.3046344,0.103612324,0.009461272,0.011259749,0.029561265,0.969000543,51457246.39
result.7159,0.606995317,0.002181099,0.228981875,1.105837642,66.49371767,8.325755037,0.002399445,0.024397311,0.026863215,0.427137374,70877492.37
result.7160,0.598462516,0.004223788,0.265395914,1.592893218,23.39226546,6.746273774,0.002201491,0.009856708,0.013467442,0.499312642,62803768.26
result.7161,0.628039633,0.004546085,0.102442986,0.445912081,23.57234485,4.844062274,0.005620949,0.023277164,0.021883701,0.247531342,71114890.8
result.7162,0.643836186,0.003358134,0.204852769,1.357944176,78.97714887,4.368768875,0.000757791,0.023572147,0.038263056,0.789986676,69462145.6
result.7163,0.279883388,0.004411955,0.13246693,1.985832433,98.151832,4.538653664,0.005787484,0.016852489,0.028361384,0.885386594,55031720.37
result.7164,0.294038426,0.003893134,0.06031882,0.718457958,67.3754387,7.950322343,0.007764938,0.010494981,0.026042552,0.304310764,65939219.46
result.7165,0.091886066,0.002066749,0.06180788,0.128155163,24.55164747,6.879521848,0.004636699,0.009381116,0.039236845,0.738581247,70180249.9
result.7166,0.108491781,0.003982636,0.289143577,1.43365191,77.34254271,8.390710647,0.008679146,0.011799773,0.016068235,0.412628643,63494293.03
result.7167,0.339151425,0.004073492,0.082143588,1.26550827,31.79167984,3.086837956,0.008638918,0.013675134,0.013210231,0.897080925,53327945.39
result.7168,0.050574642,0.000811654,0.121417031,0.163314893,92.20812503,9.66220642,0.008507073,0.014443538,0.023937267,0.831141001,70359631.3
result.7169,0.750840516,0.000233329,0.214850565,1.938083123,50.42323578,2.674205901,0.00503087,0.016057592,0.019660283,0.280027569,67531354.4
result.7170,0.231879506,0.000166974,0.284612821,0.164801607,30.02227409,6.413239463,0.003263394,0.020417498,0.043355643,0.541681363,74465267.25
result.7171,0.138803232,0.004452449,0.287975493,0.720527037,25.18874934,9.449676684,0.006197245,0.023628211,0.035368079,0.858887337,64041411.76
result.7172,0.637141989,0.004617582,0.051581511,0.854656189,24.44193775,1.520353722,0.008773929,0.019097727,0.02430575,0.360985473,67640220.89
result.7173,0.589619246,0.002920173,0.18569325,1.872169959,37.66504176,5.331935589,0.002982473,0.008492791,0.030380813,0.494558621,58493823.2
result.7174,0.075895068,0.003187365,0.022823913,1.297824128,80.55549541,7.263684364,0.000318209,0.009361101,0.044984005,0.360960066,63481934.87
result.7175,0.074602678,0.002400794,0.081822174,0.998731617,40.35409339,7.242278621,0.00407826,0.017040215,0.015743688,0.754204829,59637028.15
result.7176,0.477439292,0.00478891,0.264232019,1.854644293,77.48481328,8.607898885,0.003049539,0.019907763,0.032977578,0.328622189,69124553.3
result.7177,0.290399965,0.001439179,0.28995283,1.206387937,24.72832924,3.568219346,0.006152957,0.011168403,0.017117775,0.665195545,56991568.87
result.7178,0.274228184,0.002495163,0.236160339,0.80915964,80.54910289,1.186519683,0.004668824,0.010886859,0.04528693,0.242770852,65614110.54
result.7179,0.097385225,0.004562346,0.040619282,0.327551615,91.78288355,8.578620294,0.005332605,0.013625216,0.024473074,0.329792661,70568343.81
result.7180,0.701364996,0.003860912,0.169532932,1.893054677,86.44571835,8.914415608,0.001736785,0.018988888,0.026476086,0.26682776,69342416.57
result.7181,0.218940889,0.001538428,0.178182403,0.552070168,37.03336129,1.884160071,0.005836874,0.009895008,0.046535497,0.399405721,61754662.6
result.7182,0.606041076,0.000516526,0.141787826,1.018473927,91.07462751,7.245589036,0.000483278,0.012520478,0.048552073,0.341194564,67628978.08
result.7183,0.685070277,0.003720172,0.226246661,1.236357254,61.44620696,3.078084303,0.009886756,0.023753201,0.018168127,0.825791209,62335257.59
result.7184,0.537424965,0.002059734,0.107832201,1.017589886,97.48976422,5.525642829,0.00959416,0.022221575,0.03544767,0.292430832,69133064.1
result.7185,0.125540998,0.000506695,0.169023148,0.120298962,74.15631177,7.703569485,0.007310001,0.02232346,0.012117949,0.809708235,74465267.25
result.7186,0.076614645,0.003480836,0.239847382,1.8364907,42.6267471,4.434740907,0.007340555,0.008269164,0.021671643,0.373784134,60433666.19
result.7187,0.6682773,0.004233674,0.036524871,1.715010573,47.41454504,9.815269856,0.008432509,0.020177994,0.006736635,0.821609911,60473224.45
result.7188,0.532566959,0.001134378,0.162927566,0.736080163,22.72104466,5.894840338,0.005696269,0.009114634,0.049598265,0.678509952,55010803.45
result.7189,0.795714773,0.001416123,0.197802242,0.636160822,42.36052986,8.692748944,0.004310993,0.015658449,0.034105191,0.285926632,72928933.92
result.7190,0.727494453,0.00075987,0.192632318,0.402418074,89.39433789,9.302759427,0.006823992,0.012011127,0.012605681,0.548373821,74465267.25
result.7191,0.083568659,0.001850492,0.221677927,0.877197859,25.73431825,5.244503351,0.000246239,0.013310561,0.00806682,0.550757522,62224649.03
result.7192,0.396753108,0.003915423,0.106456518,0.591700455,69.45802761,9.030065516,0.003249778,0.023291318,0.009945266,0.728368459,69824490.52
result.7193,0.660168614,0.00233242,0.077198264,0.362423979,29.43918345,7.596414515,0.002286865,0.015312895,0.002377137,0.500366631,71434223.98
result.7194,0.630819925,0.00049972,0.191282308,0.689364494,73.95840388,7.855008076,0.003145411,0.005895604,0.049828135,0.363246108,71113602.65
result.7195,0.470110347,0.002253404,0.101995666,1.755973851,47.34802121,8.199425103,0.002011328,0.024476174,0.04346434,0.943574605,55304519.08
result.7196,0.604696102,0.004793372,0.017694121,1.510445224,49.70797837,2.329222031,0.003790569,0.007642793,0.045350278,0.87419522,56481185.64
result.7197,0.792774435,0.000455794,0.23642028,1.396385499,43.37836338,2.800313412,0.004504015,0.021463677,0.036760793,0.520969653,67426343.26
result.7198,0.153261869,0.000284239,0.089179999,1.902835125,71.76086264,9.374177091,0.008933329,0.017378553,0.048092967,0.597191369,65123251.82
result.7199,0.517375439,0.004529731,0.28203183,0.45985706,96.06394721,6.630152675,0.002813714,0.017403998,0.030048047,0.413668463,74465267.25
result.7200,0.400233931,0.004506468,0.083950627,1.406355839,87.01753216,4.174785007,0.009230255,0.015947971,0.037139163,0.609128582,63491569.8
result.7201,0.679807755,0.001653746,0.118495076,1.770965005,20.06073125,6.675641848,0.004809975,0.014749154,0.031744728,0.370619161,66224274.26
result.7202,0.423889401,0.000706759,0.26552247,0.478628873,71.67480337,7.670196499,0.008143461,0.009947804,0.028662714,0.986863898,65660154.27
result.7203,0.299049983,0.004514878,0.208323845,0.848901814,64.84687287,5.670982934,0.004444508,0.009542743,0.02332347,0.350261795,67452134.56
result.7204,0.563126159,0.004108792,0.13329338,0.469473423,78.19992367,5.646652914,0.004992736,0.01191618,0.048305018,0.686044814,72850162.96
result.7205,0.447063242,0.004254527,0.156284817,1.25119019,72.29870316,8.318070465,0.005249806,0.014280755,0.039037069,0.241846816,67722930.92
result.7206,0.331243161,0.001268328,0.117224663,0.964833997,47.22805217,8.936257991,0.001313215,0.020725546,0.032616058,0.561142425,66505500.18
result.7207,0.572585113,0.004944026,0.17877475,1.845810676,30.19309714,8.785927197,0.002297135,0.017780913,0.026516445,0.854613811,58215907.94
result.7208,0.705650678,0.003543422,0.214024439,0.943731718,71.63224967,9.92000412,0.000976558,0.005866557,0.032105316,0.763836911,74362770.93
result.7209,0.332229504,0.001822096,0.1182313,0.811662927,45.60281342,5.863676334,0.004974609,0.011669301,0.035148916,0.403764451,63706720.16
result.7210,0.11621681,0.002832558,0.186153967,1.371475715,80.0877358,5.459776208,0.005650632,0.020537496,0.01145207,0.941966539,51006333.58
result.7211,0.170747171,0.002146314,0.240863348,1.007682587,67.59483786,1.232293826,0.00529118,0.022115417,0.031661242,0.370999459,68006453.5
result.7212,0.23948919,0.003540608,0.19999417,0.727969224,45.4952223,5.025339966,0.009625529,0.019360748,0.017487462,0.454897589,67158092.09
result.7213,0.308315804,0.001058542,0.121498094,1.028070553,37.52248015,1.844056484,0.008043193,0.008534672,0.045147648,0.358794455,63382375.91
result.7214,0.115270044,0.004366593,0.155793732,1.209244587,59.95104123,5.662892438,0.0065163,0.008425971,0.018433404,0.7404142,58046475.64
result.7215,0.636654335,0.001510042,0.119215716,1.203435793,31.1379558,0.815798125,0.003290742,0.023883057,0.035710819,0.811814286,61168377.61
result.7216,0.350176197,0.002384599,0.123480884,1.287159569,67.09482351,6.608684658,0.00657962,0.014556167,0.019101255,0.79302286,55378086.07
result.7217,0.058042015,0.004286446,0.095519324,1.255503822,39.00259241,1.211198045,0.007784068,0.01915482,0.004618363,0.719334573,60966472.32
result.7218,0.593542796,0.002466666,0.272669748,1.031498204,58.1127467,2.863332797,0.005599833,0.016101937,0.011490448,0.435614488,67690383.78
result.7219,0.117979616,0.002268573,0.206942164,0.478146993,99.35739355,8.433829138,0.008861997,0.018685031,0.041068857,0.301128647,69133421.79
result.7220,0.690026787,0.000347127,0.134413949,0.391955279,97.37712484,7.203437956,0.002960907,0.011820438,0.040460944,0.234069366,74452360.57
result.7221,0.682260562,0.003770828,0.029474569,0.670050695,74.47309667,7.443228694,0.009054642,0.012121977,0.02742155,0.530648056,66337104.64
result.7222,0.649372575,0.00392252,0.232330275,0.452882937,68.65350815,8.087594336,0.006304303,0.009607775,0.017178783,0.687463424,74465267.25
result.7223,0.286834237,0.001749081,0.08444762,1.593887024,62.50696821,3.256710658,0.001092215,0.014666821,0.047749982,0.385874698,66171911.4
result.7224,0.215376119,0.000679207,0.217412935,1.925652885,64.76155182,3.70305483,0.007045041,0.010213685,0.038549719,0.647822703,64890056.18
result.7225,0.744266458,0.001909049,0.16303308,0.669708319,51.08392628,8.699422376,0.004992775,0.018497372,0.007497112,0.235513054,71095865.97
result.7226,0.190962525,0.004705569,0.197163713,1.89726576,55.67546537,6.913919917,0.000471623,0.014194997,0.030255978,0.285201474,66370365.49
result.7227,0.606699133,0.003412792,0.013607718,1.959215954,41.30150642,8.533927843,0.001201257,0.012797188,0.04567727,0.599336216,65273151.76
result.7228,0.749310944,0.001814848,0.277535808,0.363476078,78.46863756,4.46374917,0.004504307,0.022624496,0.027234345,0.602934859,74465267.25
result.7229,0.769451371,0.00135819,0.148831538,0.170660305,51.96580183,1.543012537,0.000407575,0.017248484,0.042575945,0.449003673,74465267.25
result.7230,0.425375001,0.00326525,0.172082843,1.95619433,87.42611539,1.57577253,0.00908792,0.023326064,0.013777453,0.321014767,68674476.58
result.7231,0.641817486,0.000697112,0.284178078,0.774236708,79.86096172,7.807320858,0.00685735,0.009647826,0.014762211,0.610182431,66128807.62
result.7232,0.518570404,0.001190319,0.127644131,0.513946223,70.41186811,6.281682561,0.009753863,0.015520668,0.027327762,0.509063517,66186797.81
result.7233,0.181756264,0.001490247,0.075950486,0.964973346,80.74669477,8.412656219,0.007614705,0.009073098,0.01468698,0.334170189,62281544.66
result.7234,0.353889799,0.002676376,0.164801965,0.115341076,29.73086525,4.834576897,0.001088522,0.020759917,0.001676958,0.757298534,74465267.25
result.7235,0.13135308,0.002564356,0.259505073,1.552650116,85.74594434,5.460424449,0.000898496,0.023667118,0.011621051,0.708291243,63645100.6
result.7236,0.20253768,0.000362318,0.151298651,0.656531235,22.57171547,2.93209388,0.005206867,0.011653597,0.043876291,0.862710061,60520961.97
result.7237,0.537176857,0.003341341,0.25628897,1.674303586,22.27659786,8.834600776,0.006137697,0.020419466,0.018437648,0.437003811,67497884.97
result.7238,0.67633518,0.00498214,0.243721568,0.388564127,39.6544802,9.450026269,0.006722475,0.017626216,0.013895853,0.691271061,74465267.25
result.7239,0.443721509,0.000411767,0.263175997,0.61475134,47.96979388,8.123320034,0.000971499,0.007428814,0.043010582,0.401531682,74444054.17
result.7240,0.37754207,0.003120575,0.265224144,0.33547864,86.51146058,4.838353844,0.000288011,0.021928411,0.020341351,0.439634746,74465267.25
result.7241,0.411779007,0.001583735,0.286401315,1.551348672,56.0723695,5.63885676,0.000611519,0.01331081,0.033213797,0.420663032,65344640.74
result.7242,0.345344309,0.00446318,0.076994584,0.461644244,89.20129102,3.090978103,0.007029559,0.023711994,0.029775401,0.700961481,69937248.67
result.7243,0.66241179,0.004164006,0.166952021,1.433668245,94.98484306,0.215315797,0.009860734,0.023135457,0.02365101,0.466101817,67737824.49
result.7244,0.346280663,0.001178047,0.180412492,0.237574284,61.3173791,5.4963523,0.003395459,0.005992252,0.024539336,0.463862664,74465267.25
result.7245,0.463952324,0.001687144,0.05004575,0.899962402,28.91597599,9.513412853,0.000858245,0.019453997,0.020304903,0.711999833,64178522.92
result.7246,0.656353807,0.002326813,0.211864503,0.372498452,61.63169835,8.894997015,0.000874778,0.010988814,0.03368129,0.240551511,74465267.25
result.7247,0.402403922,0.001231242,0.060270143,0.58668895,29.92525103,1.938713716,0.005151914,0.011734918,0.006343802,0.403433145,63412830.56
result.7248,0.773440443,0.00158623,0.203199178,1.947794284,34.10665646,4.286134282,0.004427383,0.014770324,0.035093399,0.371060125,66255423.71
result.7249,0.364720947,0.002136246,0.267463536,1.433165857,81.33009365,5.831798292,0.006298274,0.021064972,0.023883583,0.688922359,63548573.87
result.7250,0.149453665,0.004500216,0.034774901,1.637834737,82.52629265,5.14072232,0.002911766,0.019276757,0.001800796,0.228835072,68520297.39
result.7251,0.188591373,0.0008902,0.298545228,0.289363235,24.41603025,5.562253017,0.00553006,0.014634035,0.023333436,0.312686038,74465267.25
result.7252,0.356738667,0.00156078,0.143102985,1.947487601,23.20586627,2.641790378,0.003825309,0.014849416,0.024363188,0.789710371,61214445.85
result.7253,0.527116344,0.004415592,0.078907213,1.476692916,66.97568463,8.786102165,0.000562454,0.017672315,0.026787268,0.306751686,68110263
result.7254,0.76158296,0.003569151,0.040443911,1.142042562,70.93571689,8.254116446,0.000264892,0.02376818,0.034828824,0.865021176,65411545.93
result.7255,0.483610936,0.002843836,0.278088029,0.684657376,81.54139988,9.576341314,0.00774131,0.021494021,0.007595526,0.426471282,71344645.02
result.7256,0.079653249,0.004858216,0.232746429,0.921628356,99.8663158,5.393976466,0.006225428,0.019896334,0.043163326,0.217952364,69045599.65
result.7257,0.063093022,0.001539873,0.201609699,0.728764799,64.8479069,7.285269642,0.001309003,0.011095955,0.034838968,0.655739925,57856532.18
result.7258,0.672688702,0.000845451,0.134988487,1.068231122,28.50579483,3.694258359,0.008086902,0.023902564,0.005677212,0.212195081,69577575.96
result.7259,0.229254925,0.003548701,0.150567565,0.965349601,21.38944319,4.881936661,0.006862936,0.019920374,0.009522824,0.317580674,68001387.02
result.7260,0.492109903,0.000767712,0.101093707,1.9078877,72.99107481,8.703734944,0.007344997,0.007614232,0.002615889,0.308044217,63713493.38
result.7261,0.330842977,0.000194953,0.233806414,0.844002006,34.14899698,8.278618151,0.00255449,0.007482669,0.002987809,0.675687496,57921911.41
result.7262,0.55911352,0.003193281,0.088885841,0.345255972,74.67818426,5.301433012,0.003159282,0.00811065,0.003427071,0.200811329,73316408.93
result.7263,0.142005418,0.003955547,0.192655092,0.876379405,60.98240275,6.234105756,0.006816004,0.017788053,0.048594532,0.461404787,66509938.01
result.7264,0.062539598,0.002130212,0.091900055,1.049479077,59.63389788,4.139269755,0.005845385,0.019252684,0.007408478,0.398596051,67200027.62
result.7265,0.713979011,0.004259372,0.242006969,1.127254192,72.62682192,6.873930219,0.007316731,0.013214236,0.049850902,0.267715311,69451239.73
result.7266,0.428713789,0.001512403,0.252640026,1.813305408,63.31237927,5.215499911,0.009170759,0.005366748,0.001090409,0.954095279,29968633.71
result.7267,0.248146549,0.00280739,0.213526027,1.564211177,99.1047677,1.279016749,0.00650628,0.014811735,0.022899845,0.457988532,64278808.71
result.7268,0.201201376,0.000917852,0.109741501,0.101539281,59.22028005,7.907373154,0.009707568,0.009985065,0.014763698,0.409666415,74465267.25
result.7269,0.610339319,0.004720169,0.202424414,0.127302234,75.02496736,2.52496489,0.005719724,0.02346358,0.047609634,0.336543804,74465267.25
result.7270,0.349345724,0.001592141,0.117979442,1.35180381,53.56402772,2.159127109,0.008908217,0.006073691,0.04071682,0.752683373,41985363.65
result.7271,0.428462152,0.00452992,0.073425757,0.849596972,67.24138416,7.016793198,0.009391225,0.007776274,0.004360883,0.935339284,63418897.66
result.7272,0.140935246,0.004095026,0.12914719,0.457930906,95.66147162,1.535836584,0.002190973,0.015866755,0.045254984,0.810705294,69427926.57
result.7273,0.151739128,0.004713674,0.129797658,1.982794962,79.49354552,1.801134577,0.002772778,0.018426037,0.01387538,0.309778526,67558409.4
result.7274,0.59096286,0.004711192,0.281344186,0.54461202,33.19040354,4.58748926,0.003806626,0.021452999,0.013349844,0.610985813,74449485.26
result.7275,0.219056488,0.003522758,0.202717731,1.871704969,98.35256223,7.035375229,0.00577083,0.023562951,0.009952632,0.344480349,68700291.74
